age_group,source,position,verb
48-60mo,spacy,30,sit
48-60mo,spacy,31,help
48-60mo,spacy,32,try
48-60mo,spacy,33,use
48-60mo,spacy,34,call
48-60mo,spacy,35,die
48-60mo,spacy,36,fall
48-60mo,spacy,37,start
48-60mo,spacy,38,work
48-60mo,spacy,39,read
48-60mo,spacy,40,will
48-60mo,spacy,41,leave
48-60mo,spacy,42,let
48-60mo,spacy,43,ask
48-60mo,spacy,44,bring
48-60mo,spacy,45,turn
48-60mo,spacy,46,feel
48-60mo,spacy,47,buy
48-60mo,spacy,48,show
48-60mo,spacy,49,keep
48-60mo,spacy,50,love
48-60mo,spacy,51,finish
48-60mo,spacy,52,run
48-60mo,spacy,53,watch
48-60mo,spacy,54,sound
48-60mo,spacy,55,wear
48-60mo,spacy,56,walk
48-60mo,spacy,57,stay
48-60mo,spacy,58,hold
48-60mo,spacy,59,siapa
48-60mo,spacy,60,pick
48-60mo,spacy,61,guess
48-60mo,spacy,62,live
48-60mo,spacy,63,hurt
48-60mo,spacy,64,wonder
48-60mo,spacy,65,wait
48-60mo,spacy,66,break
48-60mo,spacy,67,bet
48-60mo,spacy,68,stop
48-60mo,spacy,69,hafta
48-60mo,spacy,70,open
48-60mo,spacy,71,drive
48-60mo,spacy,72,move
48-60mo,spacy,73,dulu
48-60mo,spacy,74,fit
48-60mo,spacy,75,forget
48-60mo,spacy,76,would
48-60mo,spacy,77,sing
48-60mo,spacy,78,apa
48-60mo,spacy,79,fly
48-60mo,spacy,80,write
48-60mo,spacy,81,cut
48-60mo,spacy,82,useta
48-60mo,spacy,83,sleep
48-60mo,spacy,84,listen
48-60mo,spacy,85,grow
48-60mo,spacy,86,build
48-60mo,spacy,87,stand
48-60mo,spacy,88,catch
48-60mo,spacy,89,jump
48-60mo,spacy,90,throw
48-60mo,spacy,91,miss
48-60mo,spacy,92,pretend
48-60mo,spacy,93,ist
48-60mo,spacy,94,pull
48-60mo,spacy,95,drink
48-60mo,spacy,96,needta
48-60mo,spacy,97,fix
48-60mo,spacy,98,lose
48-60mo,spacy,99,could
48-60mo,spacy,100,draw
48-60mo,ud,1,go
48-60mo,ud,2,do
48-60mo,ud,3,have
48-60mo,ud,4,know
48-60mo,ud,5,want
48-60mo,ud,6,get
48-60mo,ud,7,be
48-60mo,ud,8,think
48-60mo,ud,9,say
48-60mo,ud,10,like
48-60mo,ud,11,see
48-60mo,ud,12,eat
48-60mo,ud,13,come
48-60mo,ud,14,look
48-60mo,ud,15,make
48-60mo,ud,16,tell
48-60mo,ud,17,put
48-60mo,ud,18,take
48-60mo,ud,19,play
48-60mo,ud,20,happen
48-60mo,ud,21,mean
48-60mo,ud,22,find
48-60mo,ud,23,remember
48-60mo,ud,24,need
48-60mo,ud,25,give
48-60mo,ud,26,talk
48-60mo,ud,27,try
48-60mo,ud,28,start
48-60mo,ud,29,use
48-60mo,ud,30,can
48-60mo,ud,31,call
48-60mo,ud,32,hear
48-60mo,ud,33,read
48-60mo,ud,34,fall
48-60mo,ud,35,bring
48-60mo,ud,36,feel
48-60mo,ud,37,walk
48-60mo,ud,38,ask
48-60mo,ud,39,sit
48-60mo,ud,40,fly
48-60mo,ud,41,love
48-60mo,ud,42,stay
48-60mo,ud,43,run
48-60mo,ud,44,buy
48-60mo,ud,45,guess
48-60mo,ud,46,help
48-60mo,ud,47,work
48-60mo,ud,48,turn
48-60mo,ud,49,forget
48-60mo,ud,50,build
48-60mo,ud,51,keep
48-60mo,ud,52,leave
48-60mo,ud,53,let
48-60mo,ud,54,watch
48-60mo,ud,55,show
48-60mo,ud,56,wear
48-60mo,ud,57,jump
48-60mo,ud,58,finish
48-60mo,ud,59,pick
48-60mo,ud,60,sound
48-60mo,ud,61,hit
48-60mo,ud,62,drive
48-60mo,ud,63,live
48-60mo,ud,64,write
48-60mo,ud,65,hold
48-60mo,ud,66,move
48-60mo,ud,67,wait
48-60mo,ud,68,hurt
48-60mo,ud,69,will
48-60mo,ud,70,sleep
48-60mo,ud,71,break
48-60mo,ud,72,learn
48-60mo,ud,73,stop
48-60mo,ud,74,drink
48-60mo,ud,75,lay
48-60mo,ud,76,bet
48-60mo,ud,77,fit
48-60mo,ud,78,lose
48-60mo,ud,79,grow
48-60mo,ud,80,cut
48-60mo,ud,81,wonder
48-60mo,ud,82,win
48-60mo,ud,83,wave
48-60mo,ud,84,understand
48-60mo,ud,85,catch
48-60mo,ud,86,cry
48-60mo,ud,87,nibble
48-60mo,ud,88,draw
48-60mo,ud,89,miss
48-60mo,ud,90,fix
48-60mo,ud,91,rain
48-60mo,ud,92,open
48-60mo,ud,93,hope
48-60mo,ud,94,could
48-60mo,ud,95,pretend
48-60mo,ud,96,push
48-60mo,ud,97,throw
48-60mo,ud,98,would
48-60mo,ud,99,stand
48-60mo,ud,100,sing
60-72mo,spacy,1,be
60-72mo,spacy,2,go
60-72mo,spacy,3,do
60-72mo,spacy,4,have
60-72mo,spacy,5,know
60-72mo,spacy,6,get
60-72mo,spacy,7,think
60-72mo,spacy,8,see
60-72mo,spacy,9,like
60-72mo,spacy,10,want
60-72mo,spacy,11,say
60-72mo,spacy,12,look
60-72mo,spacy,13,tell
60-72mo,spacy,14,wanna
60-72mo,spacy,15,happen
60-72mo,spacy,16,put
60-72mo,spacy,17,make
60-72mo,spacy,18,play
60-72mo,spacy,19,eat
60-72mo,spacy,20,come
60-72mo,spacy,21,die
60-72mo,spacy,22,take
60-72mo,spacy,23,remember
60-72mo,spacy,24,find
60-72mo,spacy,25,can
60-72mo,spacy,26,need
60-72mo,spacy,27,give
60-72mo,spacy,28,siapa
60-72mo,spacy,29,try
60-72mo,spacy,30,live
60-72mo,spacy,31,dulu
60-72mo,spacy,32,ist
60-72mo,spacy,33,use
60-72mo,spacy,34,sound
60-72mo,spacy,35,read
60-72mo,spacy,36,sit
60-72mo,spacy,37,start
60-72mo,spacy,38,talk
60-72mo,spacy,39,mean
60-72mo,spacy,40,m
60-72mo,spacy,41,call
60-72mo,spacy,42,ask
60-72mo,spacy,43,fall
60-72mo,spacy,44,stick
60-72mo,spacy,45,hear
60-72mo,spacy,46,hold
60-72mo,spacy,47,den
60-72mo,spacy,48,run
60-72mo,spacy,49,help
60-72mo,spacy,50,turn
60-72mo,spacy,51,apa
60-72mo,spacy,52,watch
60-72mo,spacy,53,work
60-72mo,spacy,54,bet
60-72mo,spacy,55,walk
60-72mo,spacy,56,show
60-72mo,spacy,57,bring
60-72mo,spacy,58,fly
60-72mo,spacy,59,keep
60-72mo,spacy,60,mit
60-72mo,spacy,61,leave
60-72mo,spacy,62,open
60-72mo,spacy,63,move
60-72mo,spacy,64,aja
60-72mo,spacy,65,gell
60-72mo,spacy,66,finish
60-72mo,spacy,67,stay
60-72mo,spacy,68,und
60-72mo,spacy,69,drink
60-72mo,spacy,70,guess
60-72mo,spacy,71,ekki
60-72mo,spacy,72,feel
60-72mo,spacy,73,pick
60-72mo,spacy,74,drive
60-72mo,spacy,75,jump
60-72mo,spacy,76,love
60-72mo,spacy,77,let
60-72mo,spacy,78,wonder
60-72mo,spacy,79,grow
60-72mo,spacy,80,learn
60-72mo,spacy,81,build
60-72mo,spacy,82,pull
60-72mo,spacy,83,buy
60-72mo,spacy,84,hafta
60-72mo,spacy,85,nur
60-72mo,spacy,86,stop
60-72mo,spacy,87,win
60-72mo,spacy,88,will
60-72mo,spacy,89,stand
60-72mo,spacy,90,ride
60-72mo,spacy,91,wear
60-72mo,spacy,92,fit
60-72mo,spacy,93,kalo
60-72mo,spacy,94,cut
60-72mo,spacy,95,break
60-72mo,spacy,96,pretend
60-72mo,spacy,97,sleep
60-72mo,spacy,98,wait
60-72mo,spacy,99,hurt
60-72mo,spacy,100,forget
60-72mo,ud,1,go
60-72mo,ud,2,do
60-72mo,ud,3,have
60-72mo,ud,4,know
60-72mo,ud,5,want
60-72mo,ud,6,get
60-72mo,ud,7,be
60-72mo,ud,8,think
60-72mo,ud,9,say
60-72mo,ud,10,like
60-72mo,ud,11,see
60-72mo,ud,12,eat
60-72mo,ud,13,look
60-72mo,ud,14,make
60-72mo,ud,15,tell
60-72mo,ud,16,come
60-72mo,ud,17,put
60-72mo,ud,18,play
60-72mo,ud,19,happen
60-72mo,ud,20,take
60-72mo,ud,21,need
60-72mo,ud,22,start
60-72mo,ud,23,read
60-72mo,ud,24,mean
60-72mo,ud,25,find
60-72mo,ud,26,use
60-72mo,ud,27,call
60-72mo,ud,28,give
60-72mo,ud,29,live
60-72mo,ud,30,remember
60-72mo,ud,31,try
60-72mo,ud,32,stick
60-72mo,ud,33,talk
60-72mo,ud,34,hear
60-72mo,ud,35,sit
60-72mo,ud,36,can
60-72mo,ud,37,work
60-72mo,ud,38,hit
60-72mo,ud,39,keep
60-72mo,ud,40,feel
60-72mo,ud,41,stay
60-72mo,ud,42,love
60-72mo,ud,43,turn
60-72mo,ud,44,help
60-72mo,ud,45,bring
60-72mo,ud,46,ask
60-72mo,ud,47,drink
60-72mo,ud,48,fall
60-72mo,ud,49,fly
60-72mo,ud,50,move
60-72mo,ud,51,pick
60-72mo,ud,52,grow
60-72mo,ud,53,guess
60-72mo,ud,54,show
60-72mo,ud,55,leave
60-72mo,ud,56,run
60-72mo,ud,57,sound
60-72mo,ud,58,let
60-72mo,ud,59,walk
60-72mo,ud,60,wear
60-72mo,ud,61,build
60-72mo,ud,62,open
60-72mo,ud,63,finish
60-72mo,ud,64,watch
60-72mo,ud,65,learn
60-72mo,ud,66,drive
60-72mo,ud,67,roll
60-72mo,ud,68,jump
60-72mo,ud,69,wave
60-72mo,ud,70,wash
60-72mo,ud,71,hold
60-72mo,ud,72,will
60-72mo,ud,73,wonder
60-72mo,ud,74,hurt
60-72mo,ud,75,wait
60-72mo,ud,76,buy
60-72mo,ud,77,touch
60-72mo,ud,78,forget
60-72mo,ud,79,stop
60-72mo,ud,80,end
60-72mo,ud,81,lay
60-72mo,ud,82,pull
60-72mo,ud,83,press
60-72mo,ud,84,bet
60-72mo,ud,85,push
60-72mo,ud,86,brush
60-72mo,ud,87,cut
60-72mo,ud,88,miss
60-72mo,ud,89,would
60-72mo,ud,90,scare
60-72mo,ud,91,fit
60-72mo,ud,92,pretend
60-72mo,ud,93,nibble
60-72mo,ud,94,count
60-72mo,ud,95,paint
60-72mo,ud,96,understand
60-72mo,ud,97,feed
60-72mo,ud,98,hope
60-72mo,ud,99,carry
60-72mo,ud,100,break
72-84mo,spacy,1,be
72-84mo,spacy,2,do
72-84mo,spacy,3,go
72-84mo,spacy,4,have
72-84mo,spacy,5,know
72-84mo,spacy,6,think
72-84mo,spacy,7,get
72-84mo,spacy,8,die
72-84mo,spacy,9,see
72-84mo,spacy,10,like
72-84mo,spacy,11,happen
72-84mo,spacy,12,want
72-84mo,spacy,13,say
72-84mo,spacy,14,play
72-84mo,spacy,15,wanna
72-84mo,spacy,16,tell
72-84mo,spacy,17,make
72-84mo,spacy,18,ist
72-84mo,spacy,19,look
72-84mo,spacy,20,put
72-84mo,spacy,21,come
72-84mo,spacy,22,take
72-84mo,spacy,23,den
72-84mo,spacy,24,gell
72-84mo,spacy,25,remember
72-84mo,spacy,26,mit
72-84mo,spacy,27,can
72-84mo,spacy,28,eat
72-84mo,spacy,29,find
72-84mo,spacy,30,und
72-84mo,spacy,31,nur
72-84mo,spacy,32,m
72-84mo,spacy,33,siapa
72-84mo,spacy,34,read
72-84mo,spacy,35,need
72-84mo,spacy,36,live
72-84mo,spacy,37,give
72-84mo,spacy,38,ask
72-84mo,spacy,39,help
72-84mo,spacy,40,talk
72-84mo,spacy,41,alle
72-84mo,spacy,42,watch
72-84mo,spacy,43,mean
72-84mo,spacy,44,fall
72-84mo,spacy,45,sound
72-84mo,spacy,46,start
72-84mo,spacy,47,show
72-84mo,spacy,48,walk
72-84mo,spacy,49,apa
72-84mo,spacy,50,dulu
72-84mo,spacy,51,try
72-84mo,spacy,52,use
72-84mo,spacy,53,hear
72-84mo,spacy,54,win
72-84mo,spacy,55,call
72-84mo,spacy,56,ihr
72-84mo,spacy,57,drive
72-84mo,spacy,58,un
72-84mo,spacy,59,hold
72-84mo,spacy,60,pick
72-84mo,spacy,61,sit
72-84mo,spacy,62,bring
72-84mo,spacy,63,etwa
72-84mo,spacy,64,aja
72-84mo,spacy,65,fix
72-84mo,spacy,66,turn
72-84mo,spacy,67,hafta
72-84mo,spacy,68,learn
72-84mo,spacy,69,finish
72-84mo,spacy,70,run
72-84mo,spacy,71,catch
72-84mo,spacy,72,geht
72-84mo,spacy,73,grow
72-84mo,spacy,74,write
72-84mo,spacy,75,draw
72-84mo,spacy,76,bet
72-84mo,spacy,77,schon
72-84mo,spacy,78,leave
72-84mo,spacy,79,work
72-84mo,spacy,80,guess
72-84mo,spacy,81,wear
72-84mo,spacy,82,meet
72-84mo,spacy,83,jump
72-84mo,spacy,84,hurt
72-84mo,spacy,85,paint
72-84mo,spacy,86,wish
72-84mo,spacy,87,guck
72-84mo,spacy,88,break
72-84mo,spacy,89,open
72-84mo,spacy,90,fight
72-84mo,spacy,91,will
72-84mo,spacy,92,let
72-84mo,spacy,93,move
72-84mo,spacy,94,love
72-84mo,spacy,95,sew
72-84mo,spacy,96,kalo
72-84mo,spacy,97,buy
72-84mo,spacy,98,sleep
72-84mo,spacy,99,sing
72-84mo,spacy,100,needta
72-84mo,ud,1,do
72-84mo,ud,2,go
72-84mo,ud,3,think
72-84mo,ud,4,have
72-84mo,ud,5,know
72-84mo,ud,6,want
72-84mo,ud,7,say
72-84mo,ud,8,be
72-84mo,ud,9,get
72-84mo,ud,10,see
72-84mo,ud,11,like
72-84mo,ud,12,tell
72-84mo,ud,13,make
72-84mo,ud,14,look
72-84mo,ud,15,mean
72-84mo,ud,16,play
72-84mo,ud,17,start
72-84mo,ud,18,come
72-84mo,ud,19,eat
72-84mo,ud,20,put
72-84mo,ud,21,happen
72-84mo,ud,22,take
72-84mo,ud,23,remember
72-84mo,ud,24,read
72-84mo,ud,25,hit
72-84mo,ud,26,need
72-84mo,ud,27,call
72-84mo,ud,28,try
72-84mo,ud,29,use
72-84mo,ud,30,give
72-84mo,ud,31,can
72-84mo,ud,32,wear
72-84mo,ud,33,help
72-84mo,ud,34,talk
72-84mo,ud,35,move
72-84mo,ud,36,sound
72-84mo,ud,37,hear
72-84mo,ud,38,love
72-84mo,ud,39,paint
72-84mo,ud,40,work
72-84mo,ud,41,ask
72-84mo,ud,42,show
72-84mo,ud,43,learn
72-84mo,ud,44,bet
72-84mo,ud,45,brush
72-84mo,ud,46,guess
72-84mo,ud,47,feed
72-84mo,ud,48,keep
72-84mo,ud,49,wash
72-84mo,ud,50,grow
72-84mo,ud,51,share
72-84mo,ud,52,pick
72-84mo,ud,53,dress
72-84mo,ud,54,find
72-84mo,ud,55,understand
72-84mo,ud,56,live
72-84mo,ud,57,fix
72-84mo,ud,58,turn
72-84mo,ud,59,press
72-84mo,ud,60,let
72-84mo,ud,61,feel
72-84mo,ud,62,sit
72-84mo,ud,63,skip
72-84mo,ud,64,finish
72-84mo,ud,65,hold
72-84mo,ud,66,will
72-84mo,ud,67,bring
72-84mo,ud,68,watch
72-84mo,ud,69,drive
72-84mo,ud,70,build
72-84mo,ud,71,write
72-84mo,ud,72,fall
72-84mo,ud,73,forget
72-84mo,ud,74,could
72-84mo,ud,75,jump
72-84mo,ud,76,walk
72-84mo,ud,77,catch
72-84mo,ud,78,run
72-84mo,ud,79,push
72-84mo,ud,80,win
72-84mo,ud,81,lose
72-84mo,ud,82,throw
72-84mo,ud,83,would
72-84mo,ud,84,believe
72-84mo,ud,85,buy
72-84mo,ud,86,stay
72-84mo,ud,87,miss
72-84mo,ud,88,pretend
72-84mo,ud,89,speak
72-84mo,ud,90,draw
72-84mo,ud,91,sew
72-84mo,ud,92,stop
72-84mo,ud,93,hurt
72-84mo,ud,94,pour
72-84mo,ud,95,drink
72-84mo,ud,96,die
72-84mo,ud,97,hate
72-84mo,ud,98,break
72-84mo,ud,99,fly
72-84mo,ud,100,tie
84-96mo,spacy,1,be
84-96mo,spacy,2,do
84-96mo,spacy,3,go
84-96mo,spacy,4,have
84-96mo,spacy,5,know
84-96mo,spacy,6,get
84-96mo,spacy,7,think
84-96mo,spacy,8,say
84-96mo,spacy,9,see
84-96mo,spacy,10,like
84-96mo,spacy,11,die
84-96mo,spacy,12,want
84-96mo,spacy,13,wanna
84-96mo,spacy,14,put
84-96mo,spacy,15,tell
84-96mo,spacy,16,make
84-96mo,spacy,17,eat
84-96mo,spacy,18,play
84-96mo,spacy,19,happen
84-96mo,spacy,20,come
84-96mo,spacy,21,look
84-96mo,spacy,22,ist
84-96mo,spacy,23,write
84-96mo,spacy,24,remember
84-96mo,spacy,25,take
84-96mo,spacy,26,read
84-96mo,spacy,27,mean
84-96mo,spacy,28,give
84-96mo,spacy,29,mit
84-96mo,spacy,30,need
84-96mo,spacy,31,gell
84-96mo,spacy,32,find
84-96mo,spacy,33,ask
84-96mo,spacy,34,und
84-96mo,spacy,35,talk
84-96mo,spacy,36,den
84-96mo,spacy,37,try
84-96mo,spacy,38,nur
84-96mo,spacy,39,can
84-96mo,spacy,40,start
84-96mo,spacy,41,live
84-96mo,spacy,42,hear
84-96mo,spacy,43,sound
84-96mo,spacy,44,help
84-96mo,spacy,45,call
84-96mo,spacy,46,watch
84-96mo,spacy,47,use
84-96mo,spacy,48,show
84-96mo,spacy,49,sit
84-96mo,spacy,50,m
84-96mo,spacy,51,work
84-96mo,spacy,52,run
84-96mo,spacy,53,bring
84-96mo,spacy,54,walk
84-96mo,spacy,55,love
84-96mo,spacy,56,guess
84-96mo,spacy,57,dulu
84-96mo,spacy,58,finish
84-96mo,spacy,59,leave
84-96mo,spacy,60,move
84-96mo,spacy,61,hold
84-96mo,spacy,62,turn
84-96mo,spacy,63,win
84-96mo,spacy,64,feel
84-96mo,spacy,65,alle
84-96mo,spacy,66,fall
84-96mo,spacy,67,spell
84-96mo,spacy,68,ihr
84-96mo,spacy,69,siapa
84-96mo,spacy,70,let
84-96mo,spacy,71,miss
84-96mo,spacy,72,hafta
84-96mo,spacy,73,keep
84-96mo,spacy,74,pick
84-96mo,spacy,75,buy
84-96mo,spacy,76,sing
84-96mo,spacy,77,bet
84-96mo,spacy,78,forget
84-96mo,spacy,79,stop
84-96mo,spacy,80,apa
84-96mo,spacy,81,cut
84-96mo,spacy,82,etwa
84-96mo,spacy,83,un
84-96mo,spacy,84,needta
84-96mo,spacy,85,will
84-96mo,spacy,86,lie
84-96mo,spacy,87,stand
84-96mo,spacy,88,stay
84-96mo,spacy,89,jump
84-96mo,spacy,90,grow
84-96mo,spacy,91,understand
84-96mo,spacy,92,learn
84-96mo,spacy,93,taste
84-96mo,spacy,94,fight
84-96mo,spacy,95,sleep
84-96mo,spacy,96,wait
84-96mo,spacy,97,useta
84-96mo,spacy,98,ride
84-96mo,spacy,99,pull
84-96mo,spacy,100,geht
84-96mo,ud,1,go
84-96mo,ud,2,do
84-96mo,ud,3,want
84-96mo,ud,4,have
84-96mo,ud,5,think
84-96mo,ud,6,know
84-96mo,ud,7,be
84-96mo,ud,8,get
84-96mo,ud,9,say
84-96mo,ud,10,like
84-96mo,ud,11,see
84-96mo,ud,12,tell
84-96mo,ud,13,make
84-96mo,ud,14,eat
84-96mo,ud,15,look
84-96mo,ud,16,read
84-96mo,ud,17,put
84-96mo,ud,18,mean
84-96mo,ud,19,start
84-96mo,ud,20,come
84-96mo,ud,21,play
84-96mo,ud,22,write
84-96mo,ud,23,hit
84-96mo,ud,24,take
84-96mo,ud,25,need
84-96mo,ud,26,try
84-96mo,ud,27,use
84-96mo,ud,28,give
84-96mo,ud,29,help
84-96mo,ud,30,remember
84-96mo,ud,31,call
84-96mo,ud,32,can
84-96mo,ud,33,happen
84-96mo,ud,34,love
84-96mo,ud,35,move
84-96mo,ud,36,hear
84-96mo,ud,37,work
84-96mo,ud,38,sound
84-96mo,ud,39,talk
84-96mo,ud,40,wear
84-96mo,ud,41,feel
84-96mo,ud,42,ask
84-96mo,ud,43,guess
84-96mo,ud,44,live
84-96mo,ud,45,learn
84-96mo,ud,46,sit
84-96mo,ud,47,keep
84-96mo,ud,48,paint
84-96mo,ud,49,find
84-96mo,ud,50,pick
84-96mo,ud,51,finish
84-96mo,ud,52,grow
84-96mo,ud,53,spell
84-96mo,ud,54,forget
84-96mo,ud,55,brush
84-96mo,ud,56,bring
84-96mo,ud,57,skip
84-96mo,ud,58,share
84-96mo,ud,59,wash
84-96mo,ud,60,miss
84-96mo,ud,61,let
84-96mo,ud,62,stop
84-96mo,ud,63,show
84-96mo,ud,64,dress
84-96mo,ud,65,leave
84-96mo,ud,66,turn
84-96mo,ud,67,wait
84-96mo,ud,68,press
84-96mo,ud,69,understand
84-96mo,ud,70,build
84-96mo,ud,71,haft
84-96mo,ud,72,walk
84-96mo,ud,73,will
84-96mo,ud,74,buy
84-96mo,ud,75,watch
84-96mo,ud,76,fall
84-96mo,ud,77,would
84-96mo,ud,78,hold
84-96mo,ud,79,feed
84-96mo,ud,80,stay
84-96mo,ud,81,become
84-96mo,ud,82,hurt
84-96mo,ud,83,pretend
84-96mo,ud,84,bet
84-96mo,ud,85,teach
84-96mo,ud,86,send
84-96mo,ud,87,flip
84-96mo,ud,88,win
84-96mo,ud,89,cut
84-96mo,ud,90,swing
84-96mo,ud,91,figure
84-96mo,ud,92,hope
84-96mo,ud,93,notice
84-96mo,ud,94,throw
84-96mo,ud,95,sleep
84-96mo,ud,96,listen
84-96mo,ud,97,sing
84-96mo,ud,98,tie
84-96mo,ud,99,believe
84-96mo,ud,100,break
