rank,verb,frequency
1,go,8088
2,do,7168
3,have,6416
4,know,6143
5,get,5313
6,be,4751
7,want,4724
8,think,3809
9,say,3801
10,see,2908
11,like,2667
12,come,2361
13,eat,2244
14,make,1975
15,put,1765
16,look,1733
17,take,1536
18,tell,1451
19,hear,1102
20,play,1005
21,give,973
22,mean,971
23,need,828
24,happen,824
25,talk,789
26,find,693
27,remember,654
28,sit,603
29,try,588
30,can,535
31,ask,485
32,start,480
33,use,479
34,call,477
35,leave,449
36,run,419
37,bring,416
38,fall,403
39,stay,390
40,work,390
41,feel,382
42,finish,363
43,read,359
44,buy,358
45,guess,357
46,turn,350
47,walk,348
48,let,342
49,love,333
50,keep,332
51,watch,332
52,will,326
53,forget,314
54,help,308
55,pick,287
56,show,287
57,wait,274
58,stop,257
59,wear,257
60,hold,256
61,fly,245
62,hurt,239
63,write,232
64,break,224
65,live,218
66,throw,200
67,listen,200
68,build,198
69,move,191
70,drink,189
71,catch,181
72,win,176
73,understand,176
74,lose,176
75,jump,176
76,sound,171
77,cut,171
78,grow,166
79,hit,164
80,taste,162
81,miss,161
82,open,161
83,sing,159
84,sleep,151
85,haft,147
86,bet,145
87,fix,144
88,could,142
89,wanna,142
90,learn,141
91,wonder,138
92,hope,137
93,wash,133
94,cry,132
95,fit,131
96,change,129
97,pull,127
98,stand,127
99,draw,126
100,would,124
